REG_ANS,Trimestre,Ano,ValorDespesas
369292,1,2025,88104666.43
382281,1,2025,788933.35
370975,1,2025,13397734.89
382876,1,2025,606539170.54
372609,1,2025,57895631.85
382540,1,2025,23027132.97
384704,1,2025,6286312.01
379956,1,2025,532364331.52
369659,1,2025,122585549.87
371564,1,2025,8829789.0
371777,1,2025,30735792.89
368555,1,2025,6732582.72
370681,1,2025,43849936.43
370088,1,2025,16142454.09
374440,1,2025,8554336.25
422959,2,2025,2523386.55
419699,2,2025,20909502.19
420077,2,2025,145464612.84
421634,2,2025,2226702.12
421707,2,2025,6286661.14
422681,2,2025,42864445.5
422771,2,2025,33226456.49
421871,2,2025,5256018.08
422151,2,2025,8299016.61
422355,2,2025,1563711.3
422762,2,2025,10363465.64
420786,2,2025,13404376.31
421618,2,2025,2793703.73
422070,2,2025,25914423.11
422479,2,2025,58020.64
424048,2,2025,2202235.11
419249,2,2025,239853500.42
309222,2,2025,1012863450.12
310239,2,2025,11611087.22
311146,2,2025,31679139.96
312282,2,2025,20166934.09
314587,2,2025,21543354.74
315567,2,2025,92627693.39
319384,2,2025,82453904.7
320838,2,2025,482526.64
582,2,2025,2885892838.06
6246,2,2025,12991834225.43
302627,2,2025,21190646.0
304051,2,2025,59146901.36
304441,2,2025,8312125.58
305626,2,2025,13215734.31
310522,2,2025,98516309.38
311618,2,2025,53333951.92
314706,2,2025,5813577.71
316458,2,2025,14080335.54
321044,2,2025,503949903.02
303844,2,2025,22115733.49
304531,2,2025,4821678.04
306398,2,2025,288261820.87
306762,2,2025,84686163.51
356581,2,2025,28495124.67
357138,2,2025,74632588.33
357260,2,2025,99267795.01
361593,2,2025,5917346.12
346209,2,2025,58813712.55
347655,2,2025,56410643.92
350699,2,2025,61336936.88
352519,2,2025,8253237.64
353663,2,2025,201701701.87
357022,2,2025,42811766.22
357669,2,2025,9749995.7
358053,2,2025,52671288.44
358282,2,2025,17667871.55
358754,2,2025,30948585.95
362573,2,2025,19381473.61
369659,2,2025,254957127.42
349682,2,2025,162581764.58
350346,2,2025,10279336.42
351270,2,2025,17572258.72
312347,2,2025,71925901.31
319180,2,2025,27088291.44
322571,2,2025,58070356.2
320251,2,2025,105586275.1
302147,2,2025,2914273233.25
303267,2,2025,222898873.57
303623,2,2025,397267913.01
304123,2,2025,25249570.81
304468,2,2025,60020547.53
306126,2,2025,91761009.0
311294,2,2025,86867929.52
316873,2,2025,66801643.63
319872,2,2025,2179878.38
320862,2,2025,50038078.77
301744,2,2025,32155153.82
302953,2,2025,214844524.81
408026,2,2025,2616248.02
412058,2,2025,15660588.37
414212,2,2025,12261047.37
416801,2,2025,41748279.49
418129,2,2025,3325647.23
370070,2,2025,248909281.99
379956,2,2025,1133339313.24
409243,2,2025,87489264.33
410608,2,2025,7281339.91
412996,2,2025,4364149.36
413551,2,2025,441658.4
414654,2,2025,3145181.67
414930,2,2025,49518559.27
415693,2,2025,80223469.36
415936,2,2025,21454767.68
415944,2,2025,68474.5
416398,2,2025,33487985.95
418218,2,2025,1992772.69
418226,2,2025,5432162.78
418501,2,2025,5963051.24
418587,2,2025,32541248.16
371254,2,2025,384708012.62
374440,2,2025,17598466.37
384704,2,2025,13330213.24
395480,2,2025,37423280.41
408794,2,2025,14991126.78
412759,2,2025,15131467.43
413534,2,2025,452220137.34
415081,2,2025,1214887.52
415910,2,2025,1236405.4
416428,2,2025,23661173.02
406945,2,2025,26430650.24
409634,2,2025,4541562.43
413330,2,2025,18881426.49
414689,2,2025,37997.38
415014,2,2025,44827462.65
370568,2,2025,3788167.37
382540,2,2025,50891781.88
382876,2,2025,1248207240.21
385255,2,2025,76470383.97
386596,2,2025,54324591.2
389358,2,2025,5109739.03
401480,2,2025,11300783.49
403962,2,2025,30691192.81
406635,2,2025,3991639.35
411752,2,2025,105248769.17
414387,2,2025,2868951.25
414662,2,2025,6895564.36
414905,2,2025,29406426.29
415065,2,2025,24810142.57
415901,2,2025,691057.47
416690,2,2025,37941418.35
416738,2,2025,40907020.72
382281,2,2025,2150032.24
410292,2,2025,35021919.47
411582,2,2025,28266018.84
412015,2,2025,1827224.52
414581,2,2025,97183151.35
414701,2,2025,4309167.72
415987,2,2025,2540237.68
416584,2,2025,22439428.38
371564,2,2025,17237308.77
371777,2,2025,62645540.15
372609,2,2025,116823323.02
392804,2,2025,205387976.53
394734,2,2025,37501515.75
312720,2,2025,315536094.14
321320,2,2025,15097426.12
321338,2,2025,534454.41
322326,2,2025,5236122.23
303356,2,2025,250798498.49
305421,2,2025,1857523.92
306100,2,2025,76592114.89
309907,2,2025,67663031.69
319708,2,2025,131388109.08
319996,2,2025,611684334.95
319121,2,2025,283035736.05
884,2,2025,166154854.4
301728,2,2025,28734422.17
301949,2,2025,344095054.38
303178,2,2025,33736120.5
304212,2,2025,6535127.64
308811,2,2025,18174217.92
310247,2,2025,133457427.11
311359,2,2025,43936810.86
311944,2,2025,15646372.44
313149,2,2025,3506367.1
314251,2,2025,36049672.38
314366,2,2025,1684838.61
314668,2,2025,98125264.16
316148,2,2025,52876188.88
320510,2,2025,15034284.94
320820,2,2025,24357879.69
306886,2,2025,262622379.14
312363,2,2025,2395955826.02
313751,2,2025,19751555.95
314781,2,2025,14860834.48
315265,2,2025,36081383.6
315648,2,2025,20769407.11
321087,2,2025,27869222.72
321125,2,2025,9741830.3
304484,2,2025,28439641.78
311391,2,2025,5654324.63
311715,2,2025,69559647.26
312126,2,2025,1094488681.21
312851,2,2025,419456070.52
314242,2,2025,21484933.66
316903,2,2025,256616.39
316997,2,2025,3162872.22
300136,2,2025,57581994.7
300730,2,2025,1774307.22
301124,2,2025,17666864.4
311057,2,2025,168782.68
314315,2,2025,6510668.7
315494,2,2025,17181089.75
317012,2,2025,28076793.35
302228,2,2025,13574824.45
303739,2,2025,102694500.88
304131,2,2025,56513705.71
304395,2,2025,59768119.69
306754,2,2025,21864090.64
422029,2,2025,136842248.95
422398,2,2025,45361007.56
422746,2,2025,1658864.41
423203,2,2025,1724764.95
423645,2,2025,46824.57
423718,2,2025,9528289.08
419010,2,2025,204575307.07
419079,2,2025,27551.21
419851,2,2025,5557124.74
420981,2,2025,3395318.81
421341,2,2025,46276691.87
421421,2,2025,125788780.44
421723,2,2025,1004405.32
422835,2,2025,7638837.46
423572,2,2025,362424.88
419958,2,2025,16021061.67
420271,2,2025,8605719.04
421154,2,2025,22148368.96
419141,2,2025,59162001.33
420093,2,2025,2027600.96
420166,2,2025,89747662.43
422584,2,2025,11891150.32
423441,2,2025,3726339.74
423564,2,2025,502591.14
419419,2,2025,18148728.64
420000,2,2025,31779237.77
421731,2,2025,27431837.35
423629,2,2025,7830911.28
423912,2,2025,177539.47
421944,2,2025,24706430.45
422321,2,2025,30139136.91
422380,2,2025,4309234.67
422720,2,2025,133992296.94
422827,2,2025,13504683.72
423181,2,2025,193847.65
423319,2,2025,25515941.1
423335,2,2025,23568362.8
423432,2,2025,1758742.07
423548,2,2025,8827553.17
423700,2,2025,4188.95
419052,2,2025,27395787.59
419524,2,2025,575542.67
419753,2,2025,4165347.24
420051,2,2025,250403.13
421928,2,2025,204258531.68
422304,2,2025,3083429.75
422487,2,2025,4398249.55
423661,2,2025,41628415.2
423815,2,2025,42489.27
419028,2,2025,1498193.93
419281,2,2025,895985.6
420158,2,2025,51967218.29
421006,2,2025,29923887.01
421642,2,2025,44905.01
422088,2,2025,1395579.77
423173,2,2025,121182324.68
423262,2,2025,184443.88
423351,2,2025,10500838.28
419974,2,2025,4554929.88
420085,2,2025,9140133.42
412635,2,2025,9521909.91
414026,2,2025,3480514.33
417599,2,2025,46133390.26
418919,2,2025,23324463.11
370088,2,2025,30712263.65
370681,2,2025,90329400.04
373109,2,2025,1959451.18
384577,2,2025,351335370.27
408522,2,2025,781012.95
409413,2,2025,6851326.8
411248,2,2025,2694678.21
416568,2,2025,77840876.32
417661,2,2025,31052008.23
417815,2,2025,33032512.88
417831,2,2025,1786930.5
417947,2,2025,65715242.15
417955,2,2025,33075323.22
418021,2,2025,162730437.77
418072,2,2025,42787.27
418170,2,2025,178400198.27
385620,2,2025,22555053.29
388092,2,2025,5542158.64
402966,2,2025,10535920.47
406554,2,2025,64488619.52
408263,2,2025,5071724.85
409405,2,2025,1534134.19
413267,2,2025,1281530.63
414352,2,2025,66826703.71
417475,2,2025,4558960.5
382655,2,2025,3151023.2
386588,2,2025,148862928.44
387185,2,2025,14269458.03
402206,2,2025,10864090.34
410128,2,2025,21054355.5
411868,2,2025,3888404.49
413518,2,2025,10500310.66
414573,2,2025,37735628.89
417505,2,2025,289240007.85
417530,2,2025,165665956.1
417548,2,2025,86880823.2
381144,2,2025,2618186.23
401081,2,2025,56984978.57
407534,2,2025,1223637.54
408093,2,2025,1599671.16
410110,2,2025,13149991.73
411256,2,2025,236001438.97
411809,2,2025,5362028.32
413429,2,2025,9799617.19
415626,2,2025,12784281.17
416401,2,2025,102657208.46
418617,2,2025,20791404.01
417131,2,2025,1155083.28
417211,2,2025,34430645.96
417297,2,2025,47886756.99
390259,2,2025,4160277.75
